image_id,width,height,lesion_ratio,processed_canvas,processed_content_width,processed_content_height,processed_image_pixels,processed_lesion_pixels,processed_lesion_ratio,processed_lesion_percent,status,flags
000042,3072,2304,0.133919,512x512,512,384,262144,26333,0.10045242,10.0452,ok,
000043,3072,2304,0.159757,512x512,512,384,262144,31412,0.11982727,11.9827,ok,
000044,3872,2592,0.126692,512x512,512,343,262144,22241,0.08484268,8.4843,ok,
000045,3008,2000,0.00978,512x512,512,340,262144,1700,0.00648499,0.6485,ok,
000046,3072,2304,0.286493,512x512,512,384,262144,56319,0.21483994,21.484,ok,
000047,3072,2304,0.228267,512x512,512,384,262144,44869,0.17116165,17.1162,ok,
000048,3872,2592,0.032241,512x512,512,343,262144,5659,0.02158737,2.1587,ok,
000049,1024,768,0.640686,512x512,512,384,262144,125968,0.48052979,48.053,ok,
000050,1024,768,0.121329,512x512,512,384,262144,23860,0.09101868,9.1019,ok,
000051,1504,1129,0.409051,512x512,512,384,262144,80414,0.30675507,30.6755,ok,
000052,2592,3872,0.062954,512x512,343,512,262144,11054,0.04216766,4.2168,ok,
000053,2048,1536,0.109047,512x512,512,384,262144,21440,0.08178711,8.1787,ok,
000054,6680,4422,0.650891,512x512,512,339,262144,112943,0.43084335,43.0843,ok,
000055,767,576,0.227725,512x512,512,385,262144,44837,0.17103958,17.104,ok,
000056,6642,4420,0.581528,512x512,512,341,262144,101525,0.38728714,38.7287,ok,
000057,640,480,0.669518,512x512,512,384,262144,131683,0.50233078,50.2331,ok,
000058,3008,2000,0.131041,512x512,512,340,262144,22802,0.08698273,8.6983,ok,
000059,3872,2592,0.248438,512x512,512,343,262144,43612,0.16636658,16.6367,ok,
000060,824,719,0.424901,512x512,512,447,262144,97236,0.3709259,37.0926,ok,
000061,2048,1536,0.224403,512x512,512,384,262144,44120,0.16830444,16.8304,ok,
000062,4288,2848,0.033292,512x512,512,340,262144,5789,0.02208328,2.2083,ok,
000063,6668,4439,0.206129,512x512,512,341,262144,35973,0.1372261,13.7226,ok,
000064,640,480,0.059681,512x512,512,384,262144,11758,0.04485321,4.4853,ok,
000065,640,480,0.756921,512x512,512,384,262144,148878,0.5679245,56.7924,ok,
000066,6688,4419,0.095735,512x512,512,338,262144,16579,0.06324387,6.3244,ok,
000067,640,480,0.148229,512x512,512,384,262144,29179,0.11130905,11.1309,ok,
000068,3872,2592,0.62252,512x512,512,343,262144,109319,0.41701889,41.7019,ok,
000069,767,576,0.362365,512x512,512,385,262144,71462,0.2726059,27.2606,ok,
000070,6601,4382,0.645592,512x512,512,340,262144,112400,0.42877197,42.8772,ok,
000071,640,480,0.428382,512x512,512,384,262144,84294,0.32155609,32.1556,ok,
000072,4288,2848,0.147292,512x512,512,340,262144,25654,0.09786224,9.7862,ok,
000073,3072,2304,0.067537,512x512,512,384,262144,13280,0.05065918,5.0659,ok,
000074,3072,2304,0.50736,512x512,512,384,262144,99752,0.38052368,38.0524,ok,
000075,4288,2848,0.102763,512x512,512,340,262144,17886,0.06822968,6.823,ok,
000076,3008,2000,0.011215,512x512,512,340,262144,1951,0.00744247,0.7442,ok,
000077,1831,1528,0.656576,512x512,512,427,262144,143559,0.54763412,54.7634,ok,
000078,3072,2304,0.290374,512x512,512,384,262144,57093,0.21779251,21.7793,ok,
000079,3072,2304,0.318405,512x512,512,384,262144,62603,0.23881149,23.8811,ok,
000080,1503,1129,0.497756,512x512,512,385,262144,98101,0.37422562,37.4226,ok,
000081,3072,2304,0.056062,512x512,512,384,262144,11024,0.04205322,4.2053,ok,
000082,3072,2304,0.995644,512x512,512,384,262144,195764,0.7467804,74.678,review,almost_full_mask
000083,1024,768,0.548116,512x512,512,384,262144,107762,0.41107941,41.1079,ok,
000084,3024,2016,0.07476,512x512,512,341,262144,13082,0.04990387,4.9904,ok,
000085,2048,1536,0.439003,512x512,512,384,262144,86312,0.32925415,32.9254,ok,
000086,1024,768,0.361828,512x512,512,384,262144,71134,0.27135468,27.1355,ok,
000087,4288,2848,0.031124,512x512,512,340,262144,5418,0.02066803,2.0668,ok,
000088,1022,767,0.469732,512x512,512,384,262144,92134,0.35146332,35.1463,ok,
000089,3008,2000,0.046337,512x512,512,340,262144,8072,0.03079224,3.0792,ok,
000090,4288,2848,0.078846,512x512,512,340,262144,13740,0.05241394,5.2414,ok,
000091,6642,4420,0.580901,512x512,512,341,262144,101388,0.38676453,38.6765,ok,
000092,1024,768,0.735339,512x512,512,384,262144,144574,0.55150604,55.1506,ok,
000093,3072,2304,0.600129,512x512,512,384,262144,117994,0.45011139,45.0111,ok,
000094,2048,1536,0.243468,512x512,512,384,262144,47713,0.18201065,18.2011,ok,
000095,1057,704,0.307134,512x512,512,341,262144,53629,0.2045784,20.4578,ok,
000096,6688,4439,0.293012,512x512,512,340,262144,51000,0.19454956,19.455,ok,
000097,2370,1720,0.050891,512x512,512,372,262144,9688,0.03695679,3.6957,ok,
000098,6621,4420,0.358501,512x512,512,342,262144,62744,0.23934937,23.9349,ok,
000099,3008,2000,0.077785,512x512,512,340,262144,13560,0.05172729,5.1727,ok,
000100,1859,1351,0.194509,512x512,512,372,262144,37044,0.14131165,14.1312,ok,
000101,4288,2848,0.044603,512x512,512,340,262144,7772,0.02964783,2.9648,ok,
000102,3872,2592,0.018544,512x512,512,343,262144,3260,0.01243591,1.2436,ok,
000103,3072,2304,0.428892,512x512,512,384,262144,84326,0.32167816,32.1678,ok,
000104,965,649,0.295246,512x512,512,344,262144,51992,0.19833374,19.8334,ok,
000105,1024,768,0.179454,512x512,512,384,262144,35294,0.13463593,13.4636,ok,
000106,3072,2304,0.227675,512x512,512,384,262144,44771,0.17078781,17.0788,ok,
000107,3024,2016,0.084231,512x512,512,341,262144,14678,0.05599213,5.5992,ok,
000108,1024,768,0.876069,512x512,512,384,262144,172334,0.65740204,65.7402,ok,
000109,2048,1536,0.224464,512x512,512,384,262144,44132,0.16835022,16.835,ok,
000110,6688,4439,0.274519,512x512,512,340,262144,47833,0.18246841,18.2468,ok,
000111,3072,2304,0.072897,512x512,512,384,262144,14330,0.05466461,5.4665,ok,
000112,3072,2304,0.040378,512x512,512,384,262144,7940,0.0302887,3.0289,ok,
000113,640,480,0.612533,512x512,512,384,262144,120489,0.45962906,45.9629,ok,
000114,6641,4401,0.156658,512x512,512,339,262144,27199,0.10375595,10.3756,ok,
000115,3872,2592,0.036334,512x512,512,343,262144,6373,0.02431107,2.4311,ok,
000116,3072,2304,0.342916,512x512,512,384,262144,67424,0.25720215,25.7202,ok,
000117,6760,4480,0.642734,512x512,512,339,262144,111473,0.42523575,42.5236,ok,
000118,3008,2000,0.144542,512x512,512,340,262144,25147,0.09592819,9.5928,ok,
000119,3072,2304,0.103052,512x512,512,384,262144,20228,0.0771637,7.7164,ok,
000120,1504,1129,0.465536,512x512,512,384,262144,91539,0.34919357,34.9194,ok,
000121,3008,2000,0.252657,512x512,512,340,262144,43981,0.1677742,16.7774,ok,
000122,640,480,0.057031,512x512,512,384,262144,11239,0.04287338,4.2873,ok,
000123,3072,2304,0.72959,512x512,512,384,262144,143476,0.5473175,54.7318,ok,
000124,3024,2016,0.083521,512x512,512,341,262144,14567,0.0555687,5.5569,ok,
000125,1024,768,0.265544,512x512,512,384,262144,52205,0.19914627,19.9146,ok,
000126,640,480,0.237152,512x512,512,384,262144,46640,0.17791748,17.7917,ok,
000127,6620,4401,0.241098,512x512,512,340,262144,41972,0.16011047,16.011,ok,
000128,3872,2592,0.012195,512x512,512,343,262144,2148,0.00819397,0.8194,ok,
000129,767,576,0.400847,512x512,512,385,262144,79080,0.30166626,30.1666,ok,
000130,3008,2000,0.073861,512x512,512,340,262144,12838,0.04897308,4.8973,ok,
000131,640,480,0.117012,512x512,512,384,262144,22989,0.08769608,8.7696,ok,
000132,3072,2304,0.241239,512x512,512,384,262144,47432,0.18093872,18.0939,ok,
000133,1024,768,0.248244,512x512,512,384,262144,48803,0.18616867,18.6169,ok,
000134,3872,2592,0.394544,512x512,512,343,262144,69185,0.26391983,26.392,ok,
000135,3072,2304,0.016697,512x512,512,384,262144,3284,0.01252747,1.2527,ok,
000136,3072,2304,0.045382,512x512,512,384,262144,8924,0.03404236,3.4042,ok,
000137,3024,2016,0.119381,512x512,512,341,262144,20846,0.07952118,7.9521,ok,
000138,1024,768,0.046665,512x512,512,384,262144,9200,0.03509521,3.5095,ok,
000139,3008,2000,0.039682,512x512,512,340,262144,6920,0.02639771,2.6398,ok,
000140,3872,2592,0.030583,512x512,512,343,262144,5380,0.02052307,2.0523,ok,
000141,3872,2592,0.094234,512x512,512,343,262144,16546,0.06311798,6.3118,ok,
000142,3008,2000,0.060056,512x512,512,340,262144,10456,0.03988647,3.9886,ok,
000143,767,576,0.361562,512x512,512,385,262144,71329,0.27209854,27.2099,ok,
000144,6681,4420,0.07813,512x512,512,339,262144,13572,0.05177307,5.1773,ok,
000145,3072,2304,0.152494,512x512,512,384,262144,29984,0.11437988,11.438,ok,
000146,1024,768,0.37278,512x512,512,384,262144,73285,0.27956009,27.956,ok,
000147,3008,2000,0.006228,512x512,512,340,262144,1096,0.00418091,0.4181,ok,
000148,6621,4420,0.427612,512x512,512,342,262144,74924,0.28581238,28.5812,ok,
000149,2725,2082,0.23212,512x512,512,391,262144,46466,0.17725372,17.7254,ok,
000150,1024,768,0.721968,512x512,512,384,262144,142020,0.54176331,54.1763,ok,
000151,1024,768,0.482029,512x512,512,384,262144,94766,0.3615036,36.1504,ok,
000152,640,480,0.491771,512x512,512,384,262144,96765,0.36912918,36.9129,ok,
000153,3072,2304,0.244347,512x512,512,384,262144,48044,0.18327332,18.3273,ok,
000154,1024,768,0.487658,512x512,512,384,262144,95876,0.36573792,36.5738,ok,
000155,1022,767,0.12315,512x512,512,384,262144,24246,0.09249115,9.2491,ok,
000156,4288,2848,0.093021,512x512,512,340,262144,16190,0.06175995,6.176,ok,
000157,6668,4439,0.408268,512x512,512,341,262144,71284,0.27192688,27.1927,ok,
000158,4256,2848,0.032737,512x512,512,343,262144,5736,0.0218811,2.1881,ok,
000159,1024,768,0.127536,512x512,512,384,262144,25099,0.09574509,9.5745,ok,
000160,2173,1863,0.090332,512x512,512,439,262144,20262,0.0772934,7.7293,ok,
000161,1024,768,0.763297,512x512,512,384,262144,150165,0.57283401,57.2834,ok,
000162,640,480,0.088649,512x512,512,384,262144,17429,0.06648636,6.6486,ok,
000163,3008,2000,0.018328,512x512,512,340,262144,3188,0.01216125,1.2161,ok,
000164,6668,4439,0.21234,512x512,512,341,262144,37066,0.14139557,14.1396,ok,
000165,3872,2592,0.031866,512x512,512,343,262144,5595,0.02134323,2.1343,ok,
000166,1024,768,0.540685,512x512,512,384,262144,106309,0.40553665,40.5537,ok,
000167,640,480,0.259193,512x512,512,384,262144,50987,0.19449997,19.45,ok,
000168,640,480,0.064837,512x512,512,384,262144,12762,0.04868317,4.8683,ok,
000169,4288,2848,0.440144,512x512,512,340,262144,76587,0.29215622,29.2156,ok,
000170,6688,4479,0.258418,512x512,512,343,262144,45353,0.17300797,17.3008,ok,
000171,6661,4422,0.968777,512x512,512,340,262144,168801,0.64392471,64.3925,review,almost_full_mask
000172,4288,2848,0.17673,512x512,512,340,262144,30752,0.11730957,11.731,ok,
000173,1024,768,0.14775,512x512,512,384,262144,29053,0.1108284,11.0828,ok,
000174,4288,2848,0.089354,512x512,512,340,262144,15568,0.05938721,5.9387,ok,
000175,1024,768,0.068583,512x512,512,384,262144,13456,0.05133057,5.1331,ok,
000176,1024,768,0.034679,512x512,512,384,262144,6811,0.0259819,2.5982,ok,
000177,640,480,0.240417,512x512,512,384,262144,47325,0.18053055,18.0531,ok,
000178,6648,4419,0.514635,512x512,512,340,262144,89574,0.34169769,34.1698,ok,
000179,767,576,0.282264,512x512,512,385,262144,55606,0.21212006,21.212,ok,
000180,3008,2000,0.272229,512x512,512,340,262144,47394,0.18079376,18.0794,ok,
000181,6688,4439,0.248706,512x512,512,340,262144,43288,0.16513062,16.5131,ok,
000182,6688,4439,0.094903,512x512,512,340,262144,16534,0.0630722,6.3072,ok,
000183,3072,2304,0.413096,512x512,512,384,262144,81224,0.30984497,30.9845,ok,
000184,1024,768,0.343182,512x512,512,384,262144,67469,0.25737381,25.7374,ok,
000185,1024,768,0.811291,512x512,512,384,262144,159625,0.60892105,60.8921,ok,
000186,1022,767,0.231379,512x512,512,384,262144,45463,0.17342758,17.3428,ok,
000187,965,724,0.381975,512x512,512,384,262144,75107,0.28651047,28.651,ok,
000188,1024,768,0.46881,512x512,512,384,262144,92190,0.35167694,35.1677,ok,
000189,3072,2304,0.211085,512x512,512,384,262144,41504,0.1583252,15.8325,ok,
000190,3008,2000,0.290862,512x512,512,340,262144,50626,0.19312286,19.3123,ok,
000191,1024,768,0.396109,512x512,512,384,262144,77872,0.29705811,29.7058,ok,
000192,3008,2000,0.104537,512x512,512,340,262144,18203,0.06943893,6.9439,ok,
000193,6648,4459,0.362663,512x512,512,343,262144,63693,0.24296951,24.297,ok,
000194,1024,768,0.270031,512x512,512,384,262144,53074,0.20246124,20.2461,ok,
000195,4288,2848,0.029249,512x512,512,340,262144,5095,0.01943588,1.9436,ok,
000196,3008,2000,0.024672,512x512,512,340,262144,4288,0.01635742,1.6357,ok,
000197,6620,4420,0.145707,512x512,512,342,262144,25534,0.09740448,9.7404,ok,
000198,640,480,0.593145,512x512,512,384,262144,116602,0.44480133,44.4801,ok,
000199,640,480,0.488952,512x512,512,384,262144,96148,0.36677551,36.6776,ok,
000200,3008,2000,0.051574,512x512,512,340,262144,8979,0.03425217,3.4252,ok,
000201,1300,1212,0.086304,512x512,512,477,262144,21058,0.0803299,8.033,ok,
000202,3008,2000,0.02771,512x512,512,340,262144,4824,0.0184021,1.8402,ok,
000203,3872,2592,0.173544,512x512,512,343,262144,30472,0.11624146,11.6241,ok,
000204,919,802,0.519638,512x512,512,447,262144,118906,0.45359039,45.359,ok,
000205,3872,2592,0.067489,512x512,512,343,262144,11896,0.04537964,4.538,ok,
000206,2272,1704,0.385786,512x512,512,384,262144,75861,0.28938675,28.9387,ok,
000207,4288,2848,0.277392,512x512,512,340,262144,48299,0.18424606,18.4246,ok,
000208,2048,1536,0.20652,512x512,512,384,262144,40604,0.15489197,15.4892,ok,
000209,1024,768,0.213238,512x512,512,384,262144,41920,0.15991211,15.9912,ok,
000210,4288,2848,0.037333,512x512,512,340,262144,6500,0.02479553,2.4796,ok,
000211,2592,1936,0.873038,512x512,512,382,262144,170750,0.65135956,65.136,ok,
000212,3008,2000,0.007992,512x512,512,340,262144,1392,0.00531006,0.531,ok,
000213,1504,1129,0.059498,512x512,512,384,262144,11703,0.0446434,4.4643,ok,
000214,6648,4419,0.094163,512x512,512,340,262144,16392,0.06253052,6.2531,ok,
000215,3072,2304,0.610109,512x512,512,384,262144,119850,0.45719147,45.7191,ok,
000216,3072,2304,0.180689,512x512,512,384,262144,35528,0.13552856,13.5529,ok,
000217,6622,4441,0.513761,512x512,512,343,262144,90264,0.34432983,34.433,ok,
000218,1057,707,0.410617,512x512,512,342,262144,71891,0.2742424,27.4242,ok,
000219,5184,3456,0.029851,512x512,512,341,262144,5196,0.01982117,1.9821,ok,
000220,3872,2592,0.004795,512x512,512,343,262144,844,0.0032196,0.322,review,very_small_lesion
000221,4288,2848,0.074303,512x512,512,340,262144,12930,0.04932404,4.9324,ok,
000222,1024,768,0.071604,512x512,512,384,262144,14079,0.05370712,5.3707,ok,
000223,3008,2000,0.010415,512x512,512,340,262144,1813,0.00691605,0.6916,ok,
000224,3072,2304,0.151885,512x512,512,384,262144,29864,0.11392212,11.3922,ok,
000225,4288,2848,0.290653,512x512,512,340,262144,50594,0.19300079,19.3001,ok,
000226,3008,2000,0.031288,512x512,512,340,262144,5444,0.02076721,2.0767,ok,
000227,4288,2848,0.023586,512x512,512,340,262144,4108,0.01567078,1.5671,ok,
000228,3008,2000,0.022271,512x512,512,340,262144,3884,0.01481628,1.4816,ok,
000229,6661,4420,0.952174,512x512,512,340,262144,165769,0.63235855,63.2359,review,almost_full_mask
000230,6688,4439,0.251471,512x512,512,340,262144,43812,0.16712952,16.713,ok,
000231,4288,2848,0.020285,512x512,512,340,262144,3536,0.01348877,1.3489,ok,
000232,1504,1129,0.268584,512x512,512,384,262144,52812,0.20146179,20.1462,ok,
000233,1024,768,0.154067,512x512,512,384,262144,30285,0.11552811,11.5528,ok,
000234,4288,2848,0.154953,512x512,512,340,262144,26976,0.10290527,10.2905,ok,
000235,3008,2000,0.008922,512x512,512,340,262144,1555,0.00593185,0.5932,ok,
000236,2048,1536,0.048317,512x512,512,384,262144,9500,0.03623962,3.624,ok,
000237,919,802,0.2639,512x512,512,447,262144,60354,0.23023224,23.0232,ok,
000238,2592,1936,0.045794,512x512,512,382,262144,8956,0.03416443,3.4164,ok,
000239,3008,2000,0.038445,512x512,512,340,262144,6716,0.02561951,2.562,ok,
000240,3072,2304,0.078061,512x512,512,384,262144,15349,0.05855179,5.8552,ok,
000241,3872,2592,0.874318,512x512,512,343,262144,153559,0.5857811,58.5781,ok,
000242,1024,768,0.20202,512x512,512,384,262144,39717,0.15150833,15.1508,ok,
000243,1504,1129,0.332823,512x512,512,384,262144,65434,0.2496109,24.9611,ok,
000244,640,480,0.184066,512x512,512,384,262144,36225,0.13818741,13.8187,ok,
000245,1024,768,0.270758,512x512,512,384,262144,53248,0.203125,20.3125,ok,
000246,3008,2000,0.013504,512x512,512,340,262144,2364,0.00901794,0.9018,ok,
000247,3872,2592,0.778737,512x512,512,343,262144,136621,0.52116776,52.1168,ok,
000248,1024,768,0.31654,512x512,512,384,262144,62239,0.23742294,23.7423,ok,
000249,919,802,0.499738,512x512,512,447,262144,114395,0.43638229,43.6382,ok,
000250,3008,2000,0.028078,512x512,512,340,262144,4884,0.01863098,1.8631,ok,
000251,6688,4459,0.354881,512x512,512,341,262144,61965,0.23637772,23.6378,ok,
000252,1504,1129,0.127428,512x512,512,384,262144,25073,0.0956459,9.5646,ok,
000253,1024,768,0.132342,512x512,512,384,262144,26004,0.09919739,9.9197,ok,
000254,3008,2000,0.020147,512x512,512,340,262144,3506,0.01337433,1.3374,ok,
000255,3008,2000,0.023641,512x512,512,340,262144,4104,0.01565552,1.5656,ok,
000256,2592,1936,0.242864,512x512,512,382,262144,47457,0.18103409,18.1034,ok,
000257,1024,768,0.092307,512x512,512,384,262144,18153,0.0692482,6.9248,ok,
000258,1024,768,0.324777,512x512,512,384,262144,63865,0.24362564,24.3626,ok,
000259,2304,1536,0.10111,512x512,512,341,262144,17654,0.06734467,6.7345,ok,
000260,4288,2848,0.022554,512x512,512,340,262144,3924,0.01496887,1.4969,ok,
000261,6688,4439,0.044612,512x512,512,340,262144,7768,0.02963257,2.9633,ok,
000262,3008,2000,0.17653,512x512,512,340,262144,30768,0.11737061,11.7371,ok,
000263,6641,4400,0.091264,512x512,512,339,262144,15837,0.06041336,6.0413,ok,
000264,640,480,0.570296,512x512,512,384,262144,112213,0.42805862,42.8059,ok,
000265,4288,2848,0.084562,512x512,512,340,262144,14724,0.0561676,5.6168,ok,
000266,4288,2848,0.170335,512x512,512,340,262144,29646,0.11309052,11.3091,ok,
000267,1024,768,0.37477,512x512,512,384,262144,73696,0.28112793,28.1128,ok,
000268,2304,1536,0.069904,512x512,512,341,262144,12208,0.04656982,4.657,ok,
000269,4288,2848,0.542226,512x512,512,340,262144,94404,0.36012268,36.0123,ok,
000270,3024,2016,0.065275,512x512,512,341,262144,11393,0.04346085,4.3461,ok,
000271,3072,2304,0.104309,512x512,512,384,262144,20556,0.07841492,7.8415,ok,
000272,2048,1536,0.314138,512x512,512,384,262144,61752,0.23556519,23.5565,ok,
000273,640,480,0.050365,512x512,512,384,262144,9920,0.0378418,3.7842,ok,
000274,1024,768,0.314078,512x512,512,384,262144,61764,0.23561096,23.5611,ok,
000275,3072,2304,0.031528,512x512,512,384,262144,6200,0.02365112,2.3651,ok,
000276,962,674,0.127453,512x512,512,359,262144,23440,0.0894165,8.9417,ok,
000277,3872,2592,0.080604,512x512,512,343,262144,14159,0.0540123,5.4012,ok,
000278,3872,2592,0.004329,512x512,512,343,262144,756,0.00288391,0.2884,review,very_small_lesion
000279,3072,2304,0.522601,512x512,512,384,262144,102752,0.39196777,39.1968,ok,
000280,3072,2304,0.182382,512x512,512,384,262144,35854,0.13677216,13.6772,ok,
000281,6668,4419,0.099543,512x512,512,339,262144,17273,0.06589127,6.5891,ok,
000282,3872,2592,0.061374,512x512,512,343,262144,10802,0.04120636,4.1206,ok,
000283,4288,2848,0.022414,512x512,512,340,262144,3884,0.01481628,1.4816,ok,
000284,3072,2304,0.427817,512x512,512,384,262144,84113,0.32086563,32.0866,ok,
000285,3072,2304,0.388454,512x512,512,384,262144,76355,0.29127121,29.1271,ok,
000286,6668,4479,0.454669,512x512,512,344,262144,80088,0.30551147,30.5511,ok,
000287,2048,1536,0.226418,512x512,512,384,262144,44516,0.16981506,16.9815,ok,
000288,1024,768,0.361902,512x512,512,384,262144,71168,0.27148438,27.1484,ok,
000289,4288,2848,0.027727,512x512,512,340,262144,4816,0.01837158,1.8372,ok,
000290,1024,768,0.278633,512x512,512,384,262144,54773,0.20894241,20.8942,ok,
000291,2048,1536,0.123158,512x512,512,384,262144,24096,0.09191895,9.1919,ok,
000292,4288,2848,0.020922,512x512,512,340,262144,3640,0.0138855,1.3885,ok,
000293,2304,1536,0.025167,512x512,512,341,262144,4384,0.01672363,1.6724,ok,
000294,3008,2000,0.022651,512x512,512,340,262144,3956,0.01509094,1.5091,ok,
000295,1019,717,0.192347,512x512,512,360,262144,35428,0.13514709,13.5147,ok,
000296,3024,2016,0.055615,512x512,512,341,262144,9714,0.03705597,3.7056,ok,
000297,1024,768,0.089147,512x512,512,384,262144,17512,0.06680298,6.6803,ok,
000298,4288,2848,0.596079,512x512,512,340,262144,103720,0.3956604,39.566,ok,
000299,6688,4459,0.147671,512x512,512,341,262144,25787,0.0983696,9.837,ok,
000300,1024,768,0.242541,512x512,512,384,262144,47695,0.18194199,18.1942,ok,
000301,640,480,0.783327,512x512,512,384,262144,154060,0.58769226,58.7692,ok,
000302,3072,2304,0.114623,512x512,512,384,262144,22535,0.0859642,8.5964,ok,
000303,3008,2000,0.259025,512x512,512,340,262144,45096,0.17202759,17.2028,ok,
000304,6688,4479,0.309288,512x512,512,343,262144,54307,0.20716476,20.7165,ok,
000305,3008,2000,0.637233,512x512,512,340,262144,110993,0.42340469,42.3405,ok,
000306,3024,2016,0.128834,512x512,512,341,262144,22490,0.08579254,8.5793,ok,
000307,1024,768,0.135974,512x512,512,384,262144,26736,0.10198975,10.199,ok,
000308,2448,2448,0.016433,512x512,512,512,262144,4316,0.01646423,1.6464,ok,
000309,2304,1536,0.035581,512x512,512,341,262144,6208,0.02368164,2.3682,ok,
000310,1024,768,0.236258,512x512,512,384,262144,46447,0.17718124,17.7181,ok,
000311,6608,4399,0.352241,512x512,512,341,262144,61525,0.23469925,23.4699,ok,
000312,4288,2848,0.036405,512x512,512,340,262144,6332,0.02415466,2.4155,ok,
000313,2304,1536,0.012817,512x512,512,341,262144,2228,0.00849915,0.8499,ok,
000314,640,480,0.157288,512x512,512,384,262144,30952,0.11807251,11.8073,ok,
000315,4288,2848,0.098034,512x512,512,340,262144,17040,0.06500244,6.5002,ok,
000316,6668,4459,0.867778,512x512,512,342,262144,151879,0.57937241,57.9372,ok,
000317,1504,1129,0.112222,512x512,512,384,262144,22047,0.08410263,8.4103,ok,
000318,1024,768,0.365225,512x512,512,384,262144,71817,0.27396011,27.396,ok,
000319,3072,2304,0.198011,512x512,512,384,262144,38932,0.14851379,14.8514,ok,
000320,3024,2016,0.186795,512x512,512,341,262144,32612,0.12440491,12.4405,ok,
000321,4288,2848,0.116816,512x512,512,340,262144,20337,0.0775795,7.7579,ok,
000322,3072,2304,0.62089,512x512,512,384,262144,122076,0.46568298,46.5683,ok,
000323,3072,2304,0.218411,512x512,512,384,262144,42944,0.16381836,16.3818,ok,
000324,3008,2000,0.09675,512x512,512,340,262144,16828,0.06419373,6.4194,ok,
000325,6640,4441,0.271972,512x512,512,342,262144,47640,0.18173218,18.1732,ok,
