image_id,pigment_network,negative_network,streaks,milia_like_cyst,globules,feature_count,status
000232,0,0,0,0,0,0,ok
000233,1,1,0,0,1,3,ok
000234,0,1,0,0,0,1,ok
000235,1,0,0,1,0,2,ok
000236,1,0,1,0,0,2,ok
000237,1,0,0,0,0,1,ok
000238,0,0,0,0,0,0,ok
000239,0,0,0,1,0,1,ok
000240,1,0,0,0,0,1,ok
000241,0,0,0,0,1,1,ok
000242,0,0,0,0,0,0,ok
000243,0,1,0,0,0,1,ok
000244,1,0,0,0,0,1,ok
000245,1,0,0,0,0,1,ok
000246,1,0,0,0,0,1,ok
000247,1,0,1,0,1,3,ok
000248,1,0,0,0,0,1,ok
000249,0,0,0,0,0,0,ok
000250,1,1,0,0,0,2,ok
000251,1,0,0,0,0,1,ok
000252,1,0,0,0,0,1,ok
000253,1,0,0,0,0,1,ok
000254,1,0,0,0,1,2,ok
000255,1,0,0,1,0,2,ok
000256,0,0,0,0,0,0,ok
000257,0,0,0,1,1,2,ok
000258,1,0,0,1,0,2,ok
000259,0,0,0,1,0,1,ok
000260,1,0,0,0,0,1,ok
000261,0,0,0,0,0,0,ok
000262,0,0,0,0,0,0,ok
000263,1,0,0,0,1,2,ok
000264,0,1,0,0,0,1,ok
000265,0,0,0,0,0,0,ok
000266,1,0,0,1,0,2,ok
000267,1,0,0,1,0,2,ok
000268,1,0,0,1,1,3,ok
000269,1,0,0,0,0,1,ok
000270,0,0,0,0,0,0,ok
000271,0,0,0,0,1,1,ok
000272,1,0,0,0,0,1,ok
000273,0,0,1,0,0,1,ok
000274,0,0,0,0,0,0,ok
000275,1,0,1,0,0,2,ok
000276,1,0,0,0,0,1,ok
000277,0,0,0,1,0,1,ok
000278,1,0,0,0,0,1,ok
000279,1,1,0,0,0,2,ok
000280,1,0,0,0,1,2,ok
000281,1,0,0,1,1,3,ok
000282,0,0,0,0,0,0,ok
000283,1,0,0,0,0,1,ok
000284,1,0,0,0,0,1,ok
000285,1,0,0,0,0,1,ok
000286,0,1,0,1,1,3,ok
000287,0,0,0,0,0,0,ok
000288,1,0,0,0,0,1,ok
000289,0,0,0,0,0,0,ok
000290,0,0,0,1,1,2,ok
000291,1,0,0,0,0,1,ok
000292,0,0,0,0,0,0,ok
000293,0,0,1,0,1,2,ok
000294,1,0,0,0,1,2,ok
000295,1,0,0,0,0,1,ok
000296,0,0,0,0,0,0,ok
000297,1,0,0,0,0,1,ok
000298,1,0,0,0,0,1,ok
000299,1,0,0,0,1,2,ok
000300,1,0,0,0,0,1,ok
000301,1,0,1,0,1,3,ok
000302,1,0,0,0,0,1,ok
000303,1,0,0,1,0,2,ok
000304,1,1,0,0,0,2,ok
000305,0,0,0,1,0,1,ok
000306,0,1,0,1,1,3,ok
000307,1,0,0,0,0,1,ok
000308,0,0,0,0,0,0,ok
000309,1,0,0,1,0,2,ok
000310,0,0,0,0,0,0,ok
000311,1,0,0,0,0,1,ok
000312,1,0,0,1,0,2,ok
000313,1,0,0,0,0,1,ok
000314,1,0,0,0,0,1,ok
000315,1,0,0,1,0,2,ok
000316,0,1,0,1,1,3,ok
000317,1,0,0,0,1,2,ok
000318,1,0,0,0,0,1,ok
000319,1,1,0,0,1,3,ok
000320,1,0,0,0,0,1,ok
000321,1,0,0,1,1,3,ok
000322,1,0,0,0,0,1,ok
000323,1,0,0,0,0,1,ok
000324,1,0,0,0,0,1,ok
000325,1,1,0,0,0,2,ok
000326,1,1,0,1,0,3,ok
000327,1,0,0,1,0,2,ok
000328,1,0,0,0,0,1,ok
000329,1,0,0,0,0,1,ok
000330,0,0,0,0,0,0,ok
000331,0,0,0,1,0,1,ok
000332,1,0,0,0,0,1,ok
000333,1,0,0,1,0,2,ok
000334,1,0,0,0,1,2,ok
000335,0,0,0,1,0,1,ok
000336,0,0,0,1,0,1,ok
000337,0,0,0,0,0,0,ok
000338,0,0,0,0,1,1,ok
000339,1,0,0,0,0,1,ok
000340,0,0,0,0,0,0,ok
000341,1,0,0,0,0,1,ok
000342,1,0,0,0,1,2,ok
000343,0,0,0,0,0,0,ok
000344,1,0,0,0,0,1,ok
000345,0,0,0,1,0,1,ok
000346,1,0,0,0,0,1,ok
000347,1,0,0,0,0,1,ok
000348,0,0,0,0,0,0,ok
000349,0,0,0,0,0,0,ok
000350,1,0,0,1,0,2,ok
000351,1,0,0,0,0,1,ok
000352,0,0,0,0,1,1,ok
000353,1,0,0,0,0,1,ok
000354,1,0,0,0,0,1,ok
000355,1,0,0,0,0,1,ok
000356,1,0,0,0,0,1,ok
000357,1,0,0,0,0,1,ok
000358,1,0,0,0,0,1,ok
000359,1,0,0,0,0,1,ok
000360,0,0,0,0,0,0,ok
000361,1,0,0,0,1,2,ok
000362,1,0,0,0,0,1,ok
000363,1,0,0,0,0,1,ok
000364,1,0,1,0,1,3,ok
000365,1,0,0,0,0,1,ok
000366,1,0,0,0,0,1,ok
000367,0,0,0,0,0,0,ok
000368,1,1,0,0,0,2,ok
000369,1,0,0,0,0,1,ok
000370,0,0,1,0,1,2,ok
000371,1,0,0,0,0,1,ok
000372,0,1,0,1,0,2,ok
000373,1,0,0,0,0,1,ok
000374,1,0,0,0,0,1,ok
000375,1,0,0,1,0,2,ok
000376,1,0,0,1,0,2,ok
000377,1,0,0,0,0,1,ok
000378,1,0,1,0,0,2,ok
000379,0,0,0,0,0,0,ok
000380,1,0,0,0,0,1,ok
000381,1,0,0,0,0,1,ok
000382,0,0,0,1,0,1,ok
000383,0,0,0,0,0,0,ok
000384,1,0,0,0,0,1,ok
000385,1,0,0,0,0,1,ok
000386,0,0,0,0,0,0,ok
000387,0,0,0,0,0,0,ok
000388,1,1,0,0,0,2,ok
000389,1,0,0,0,0,1,ok
000390,0,1,0,1,1,3,ok
000391,1,0,0,0,0,1,ok
000392,1,0,0,0,0,1,ok
000393,1,0,0,0,1,2,ok
000394,1,0,0,0,0,1,ok
000395,0,0,0,1,1,2,ok
000396,1,0,0,1,0,2,ok
000397,0,0,0,1,0,1,ok
000398,1,0,0,0,0,1,ok
000399,0,1,0,0,1,2,ok
000400,0,0,0,0,0,0,ok
000401,0,0,0,0,0,0,ok
000402,0,0,0,0,0,0,ok
000403,1,0,1,0,0,2,ok
000404,1,0,0,0,0,1,ok
000405,1,0,0,0,0,1,ok
000406,0,0,1,0,1,2,ok
000407,0,0,0,0,1,1,ok
000408,1,0,0,0,0,1,ok
000409,1,0,0,0,0,1,ok
000410,1,1,0,0,0,2,ok
000411,0,0,0,1,0,1,ok
000412,0,0,0,0,0,0,ok
000413,1,0,0,0,0,1,ok
000414,0,0,0,0,1,1,ok
000415,0,0,1,0,0,1,ok
000416,1,0,0,0,0,1,ok
000417,0,1,0,0,0,1,ok
000418,0,0,0,0,1,1,ok
000419,0,0,0,0,0,0,ok
000420,1,0,0,0,0,1,ok
000421,0,0,0,0,0,0,ok
000422,1,0,0,0,0,1,ok
000423,1,0,0,1,0,2,ok
000424,1,0,0,0,0,1,ok
000425,1,0,1,0,0,2,ok
000426,0,0,0,0,0,0,ok
000427,1,0,0,1,1,3,ok
000428,0,0,0,0,0,0,ok
000429,1,0,0,0,0,1,ok
000430,1,0,0,0,0,1,ok
000431,1,0,0,0,0,1,ok
000432,1,0,0,1,0,2,ok
000433,0,1,0,0,0,1,ok
000434,1,0,0,0,0,1,ok
000435,1,0,0,0,0,1,ok
000436,1,0,0,1,1,3,ok
000437,0,0,0,0,0,0,ok
000438,0,0,1,0,0,1,ok
000439,1,0,0,0,0,1,ok
000440,1,0,0,0,0,1,ok
000441,1,0,0,0,0,1,ok
000442,1,0,0,0,0,1,ok
000443,1,0,0,0,1,2,ok
000444,0,0,0,0,0,0,ok
000445,1,0,0,0,0,1,ok
000446,1,0,0,0,0,1,ok
000447,0,0,0,0,1,1,ok
000448,0,0,0,0,0,0,ok
000449,1,0,0,0,0,1,ok
000450,1,0,0,0,1,2,ok
000451,0,0,0,1,0,1,ok
000452,0,1,0,1,0,2,ok
000453,0,0,0,0,1,1,ok
000454,0,0,0,0,0,0,ok
000455,0,0,0,0,0,0,ok
000456,1,0,0,0,0,1,ok
000457,1,0,0,0,0,1,ok
000458,0,0,0,0,0,0,ok
000459,1,0,0,1,0,2,ok
000460,0,0,0,1,0,1,ok
000461,0,0,0,0,0,0,ok
000462,0,0,0,1,1,2,ok
000463,1,0,0,0,0,1,ok
000464,0,0,0,0,0,0,ok
000465,0,0,0,0,0,0,ok
000466,1,0,0,0,0,1,ok
000467,0,0,0,0,0,0,ok
000468,1,0,1,0,1,3,ok
000469,1,0,0,0,0,1,ok
000470,1,0,0,1,0,2,ok
000471,1,0,1,1,0,3,ok
000472,1,0,0,1,1,3,ok
000473,0,0,1,1,1,3,ok
000474,0,0,0,0,0,0,ok
000475,1,0,0,0,0,1,ok
000476,0,0,0,0,0,0,ok
000477,1,0,0,0,0,1,ok
000478,0,0,0,0,0,0,ok
000479,0,0,0,1,0,1,ok
000480,0,0,0,1,1,2,ok
000481,1,0,0,0,0,1,ok
000482,1,0,0,0,0,1,ok
000483,0,0,0,1,0,1,ok
000484,1,0,0,0,1,2,ok
000485,1,0,0,0,0,1,ok
000486,0,0,0,0,0,0,ok
000487,0,0,0,0,1,1,ok
000488,0,1,0,0,1,2,ok
000489,1,0,0,1,0,2,ok
000490,1,0,0,0,0,1,ok
000491,0,0,0,0,1,1,ok
000492,1,0,0,1,1,3,ok
000493,0,0,0,1,0,1,ok
000494,0,0,0,0,0,0,ok
000495,1,0,0,0,1,2,ok
000496,0,0,0,0,1,1,ok
000497,1,0,0,0,0,1,ok
000498,1,0,1,0,1,3,ok
000499,1,0,0,0,0,1,ok
000500,0,0,0,0,0,0,ok
000501,0,0,1,0,1,2,ok
000502,0,1,0,1,0,2,ok
000503,1,0,0,0,0,1,ok
000504,1,0,0,0,0,1,ok
000505,1,0,0,0,0,1,ok
000506,1,0,0,0,0,1,ok
000507,0,0,0,1,1,2,ok
000508,1,0,0,1,0,2,ok
000509,1,0,0,0,0,1,ok
000510,0,0,0,0,0,0,ok
000511,1,0,0,0,0,1,ok
000512,1,0,0,0,0,1,ok
000513,1,0,1,0,0,2,ok
000514,0,0,0,1,0,1,ok
000515,0,0,0,0,0,0,ok
000516,1,1,0,0,0,2,ok
000517,0,0,0,0,0,0,ok
000518,1,0,0,1,0,2,ok
000519,1,0,0,0,0,1,ok
000520,1,0,0,0,0,1,ok
000521,1,1,0,0,0,2,ok
000522,1,0,0,1,0,2,ok
000523,0,0,0,0,0,0,ok
000524,1,0,0,0,0,1,ok
000525,1,0,0,0,1,2,ok
000526,1,0,0,0,0,1,ok
000527,1,0,0,0,0,1,ok
000528,0,0,0,0,0,0,ok
000529,1,0,0,0,0,1,ok
000530,1,0,0,0,0,1,ok
000531,1,0,0,0,1,2,ok
000532,0,0,0,0,0,0,ok
000533,1,0,0,0,0,1,ok
000534,1,0,0,1,0,2,ok
000535,1,0,0,0,1,2,ok
000536,1,0,0,0,0,1,ok
000537,1,0,0,0,0,1,ok
000538,0,0,0,0,1,1,ok
000539,0,0,0,1,0,1,ok
000540,1,0,0,0,1,2,ok
000541,1,0,0,0,1,2,ok
000542,0,0,0,1,0,1,ok
000543,1,0,0,0,0,1,ok
000544,1,0,0,0,0,1,ok
000545,1,0,1,0,1,3,ok
000546,0,0,0,0,0,0,ok
000547,0,0,0,0,1,1,ok
000548,0,0,0,0,0,0,ok
000549,0,0,0,0,0,0,ok
000550,1,1,0,0,0,2,ok
000551,1,0,0,0,0,1,ok
000552,1,0,0,1,0,2,ok
000553,0,0,0,0,1,1,ok
000554,0,1,0,0,0,1,ok
000555,1,0,0,0,1,2,ok
000556,0,0,1,0,0,1,ok
000557,1,0,0,0,0,1,ok
000558,0,0,0,0,0,0,ok
000559,1,0,0,0,1,2,ok
000560,1,0,0,1,0,2,ok
000561,1,0,0,1,0,2,ok
000562,0,0,1,0,0,1,ok
000563,0,0,0,0,0,0,ok
000564,1,0,0,0,0,1,ok
000565,1,0,0,1,0,2,ok
000566,1,1,0,1,0,3,ok
000567,1,0,0,1,0,2,ok
000568,0,0,0,0,1,1,ok
000569,0,0,0,0,0,0,ok
000570,0,1,0,0,0,1,ok
000571,0,0,0,0,1,1,ok
000572,0,0,0,0,1,1,ok
000573,0,0,0,0,0,0,ok
000574,0,0,0,0,0,0,ok
000575,1,0,0,0,0,1,ok
000576,1,0,0,1,0,2,ok
000577,1,0,0,0,0,1,ok
000578,0,0,0,0,0,0,ok
000579,1,0,0,0,0,1,ok
000580,1,0,0,0,0,1,ok
000581,1,0,0,0,1,2,ok
000582,0,0,0,1,0,1,ok
000583,1,0,0,1,0,2,ok
000584,1,0,0,0,0,1,ok
000585,0,0,0,1,0,1,ok
000586,0,0,0,1,1,2,ok
000587,1,0,0,0,0,1,ok
000588,0,0,0,1,0,1,ok
000589,0,0,0,0,1,1,ok
000590,1,0,1,0,1,3,ok
000591,1,0,0,0,0,1,ok
000592,1,0,0,1,0,2,ok
000593,0,1,0,0,1,2,ok
000594,1,0,0,1,0,2,ok
000595,1,0,0,0,0,1,ok
000596,0,0,0,1,0,1,ok
000597,0,0,0,0,0,0,ok
000598,0,0,0,0,0,0,ok
000599,1,0,0,0,0,1,ok
000600,1,0,0,0,0,1,ok
000601,1,0,0,0,1,2,ok
000602,1,0,0,0,0,1,ok
000603,1,0,0,0,0,1,ok
000604,1,0,0,0,0,1,ok
000605,0,0,0,0,0,0,ok
000606,1,0,0,0,0,1,ok
000607,0,0,0,1,0,1,ok
000608,0,0,0,1,0,1,ok
000609,0,0,0,1,0,1,ok
000610,1,0,1,0,0,2,ok
000611,1,0,0,0,0,1,ok
000612,1,0,0,1,0,2,ok
000613,1,0,0,1,0,2,ok
000614,0,1,0,0,0,1,ok
000615,1,0,0,0,1,2,ok
000616,1,0,0,0,0,1,ok
000617,1,0,0,0,1,2,ok
000618,1,0,0,1,0,2,ok
000619,1,1,0,0,0,2,ok
000620,1,0,0,0,0,1,ok
000621,0,0,0,0,0,0,ok
000622,0,0,0,0,0,0,ok
000623,1,0,0,0,1,2,ok
000624,1,0,0,1,0,2,ok
000625,0,0,0,0,0,0,ok
000626,1,0,0,0,0,1,ok
000627,1,0,0,0,0,1,ok
000628,1,0,0,0,0,1,ok
000629,1,0,0,1,0,2,ok
000630,1,0,0,0,0,1,ok
000631,0,0,0,0,0,0,ok
000632,0,0,0,1,0,1,ok
000633,0,0,0,0,1,1,ok
000634,0,0,0,1,0,1,ok
000635,1,0,0,0,0,1,ok
000636,0,0,0,0,1,1,ok
000637,1,0,0,0,0,1,ok
000638,1,0,0,0,0,1,ok
000639,0,0,0,1,0,1,ok
000640,1,0,0,0,0,1,ok
000641,0,0,0,0,1,1,ok
000642,0,1,0,0,0,1,ok
000643,1,0,0,1,1,3,ok
000644,0,0,1,0,1,2,ok
000645,1,0,0,0,0,1,ok
000646,1,0,0,0,1,2,ok
000647,1,0,0,1,1,3,ok
000648,1,0,0,0,0,1,ok
000649,0,1,0,0,1,2,ok
000650,1,0,0,0,1,2,ok
000651,0,0,0,0,0,0,ok
000652,1,0,0,0,0,1,ok
000653,1,0,0,0,0,1,ok
000654,0,0,0,1,0,1,ok
000655,1,1,0,1,0,3,ok
000656,0,1,0,1,0,2,ok
000657,1,0,0,0,0,1,ok
000658,0,0,0,0,1,1,ok
000659,1,0,0,0,0,1,ok
000660,1,0,0,0,1,2,ok
000661,0,0,0,0,0,0,ok
000662,0,0,0,1,0,1,ok
000663,1,0,0,1,0,2,ok
000664,0,0,1,0,1,2,ok
000665,1,0,0,0,0,1,ok
000666,0,0,0,1,0,1,ok
000667,0,0,1,0,0,1,ok
000668,0,0,0,0,0,0,ok
000669,0,0,0,0,0,0,ok
000670,1,0,0,0,0,1,ok
000671,1,1,0,1,1,4,ok
000672,0,0,0,0,0,0,ok
000673,1,0,0,1,1,3,ok
000674,0,0,0,1,0,1,ok
000675,1,0,0,0,0,1,ok
000676,0,0,0,1,0,1,ok
000677,1,0,0,0,0,1,ok
000678,1,1,0,0,0,2,ok
000679,1,0,0,1,1,3,ok
000680,0,0,0,0,0,0,ok
000681,1,0,0,0,0,1,ok
000682,1,0,0,0,0,1,ok
000683,1,0,0,0,0,1,ok
000684,1,0,1,0,0,2,ok
000685,1,0,0,0,1,2,ok
000686,1,0,0,1,0,2,ok
000687,1,0,0,0,0,1,ok
000688,0,0,0,0,0,0,ok
000689,0,0,0,1,0,1,ok
000690,0,0,0,0,1,1,ok
000691,1,0,0,0,0,1,ok
000692,0,0,0,1,0,1,ok
000693,1,0,0,0,0,1,ok
000694,1,0,0,0,0,1,ok
000695,1,0,0,0,0,1,ok
000696,1,0,0,0,0,1,ok
000697,1,0,0,0,0,1,ok
000698,1,1,0,0,0,2,ok
000699,1,0,0,1,0,2,ok
000700,0,0,0,1,0,1,ok
000701,1,1,0,0,0,2,ok
000702,0,0,0,1,0,1,ok
000703,1,0,0,0,0,1,ok
000704,1,0,0,0,0,1,ok
000705,1,0,0,1,0,2,ok
000706,0,0,0,0,1,1,ok
000707,1,0,0,1,0,2,ok
000708,1,0,0,0,0,1,ok
000709,1,0,0,0,0,1,ok
000710,1,0,0,0,0,1,ok
000711,0,0,0,0,0,0,ok
000712,1,0,0,1,0,2,ok
000713,1,0,0,1,1,3,ok
000714,0,0,0,0,0,0,ok
000715,1,0,0,0,0,1,ok
000716,0,0,0,0,0,0,ok
000717,1,0,0,1,0,2,ok
000718,1,0,0,0,0,1,ok
000719,1,0,0,0,1,2,ok
000720,1,0,0,0,0,1,ok
000721,1,1,0,0,0,2,ok
000722,1,0,0,0,0,1,ok
000723,1,0,0,0,0,1,ok
000724,1,0,0,0,1,2,ok
000725,0,0,0,0,0,0,ok
000726,0,0,0,0,1,1,ok
000727,0,0,0,0,1,1,ok
000728,1,0,0,1,0,2,ok
000729,0,0,0,0,0,0,ok
000730,0,0,0,0,0,0,ok
000731,0,0,0,0,0,0,ok
000732,1,0,0,0,1,2,ok
000733,1,0,0,0,1,2,ok
000734,0,0,0,1,0,1,ok
000735,1,0,0,0,0,1,ok
000736,1,0,0,0,0,1,ok
000737,1,0,0,0,1,2,ok
000738,1,0,0,0,0,1,ok
000739,0,1,0,0,0,1,ok
000740,0,0,0,0,1,1,ok
000741,1,0,1,0,1,3,ok
000742,1,0,0,0,0,1,ok
000743,1,0,0,0,0,1,ok
000744,1,0,0,1,1,3,ok
000745,0,0,0,0,1,1,ok
000746,0,0,0,0,0,0,ok
000747,0,0,0,1,0,1,ok
000748,0,0,0,1,0,1,ok
000749,0,0,0,0,0,0,ok
000750,1,0,0,0,0,1,ok
000751,0,0,0,1,0,1,ok
000752,1,0,0,0,0,1,ok
000753,1,0,0,1,0,2,ok
000754,1,0,0,1,1,3,ok
000755,0,0,0,0,0,0,ok
000756,0,0,0,0,0,0,ok
000757,1,0,0,0,0,1,ok
000758,1,0,0,0,0,1,ok
000759,0,0,0,1,0,1,ok
000760,0,1,0,1,1,3,ok
000761,0,0,0,0,0,0,ok
000762,1,1,0,0,0,2,ok
000763,0,0,0,0,0,0,ok
000764,1,0,0,0,1,2,ok
000765,1,1,0,0,0,2,ok
000766,1,0,0,1,0,2,ok
000767,0,0,0,1,0,1,ok
000768,1,0,0,0,0,1,ok
000769,1,0,0,0,0,1,ok
000770,1,0,0,0,0,1,ok
000771,0,0,1,0,1,2,ok
000772,1,0,0,0,0,1,ok
000773,1,0,0,1,1,3,ok
