image_id,width,height,processed_canvas,processed_content_width,processed_content_height,processed_image_pixels,processed_lesion_pixels,processed_lesion_ratio,processed_lesion_percent,pigment_network_present,pigment_network_ratio,negative_network_present,negative_network_ratio,streaks_present,streaks_ratio,milia_like_cyst_present,milia_like_cyst_ratio,globules_present,globules_ratio,status,flags
000054,6680,4422,256x256,256,169,65536,28229,0.43074036,43.074,1,0.32692712,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000055,767,576,256x256,256,192,65536,11216,0.17114258,17.1143,1,0.05670994,0,0.0,1,0.0110595,0,0.0,1,0.00212091,ok,
000056,6642,4420,256x256,256,170,65536,25307,0.38615417,38.6154,0,0.0,0,0.0,0,0.0,0,0.0,1,0.17245671,ok,
000057,640,480,256x256,256,192,65536,32935,0.50254822,50.2548,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000058,3008,2000,256x256,256,170,65536,5707,0.08708191,8.7082,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000059,3872,2592,256x256,256,171,65536,10868,0.16583252,16.5833,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000060,824,719,256x256,256,223,65536,24236,0.36981201,36.9812,1,0.00626713,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000061,2048,1536,256x256,256,192,65536,11044,0.16851807,16.8518,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000062,4288,2848,256x256,256,170,65536,1450,0.02212524,2.2125,1,0.01325197,0,0.0,0,0.0,1,0.00130189,0,0.0,ok,
000063,6668,4439,256x256,256,170,65536,8984,0.13708496,13.7085,1,0.13441353,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000064,640,480,256x256,256,192,65536,2932,0.04473877,4.4739,1,0.04177083,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000065,640,480,256x256,256,192,65536,37229,0.56806946,56.8069,1,0.07116536,1,0.07764648,0,0.0,0,0.0,0,0.0,ok,
000066,6688,4419,256x256,256,169,65536,4133,0.06306458,6.3065,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000067,640,480,256x256,256,192,65536,7291,0.11125183,11.1252,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000068,3872,2592,256x256,256,171,65536,27256,0.41589355,41.5894,0,0.0,0,0.0,1,0.00721815,0,0.0,1,0.06301015,ok,
000069,767,576,256x256,256,192,65536,17831,0.27207947,27.2079,1,0.07527751,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000070,6601,4382,256x256,256,170,65536,28079,0.42845154,42.8452,1,0.04602919,0,0.0,0,0.0,1,0.01291621,0,0.0,ok,
000071,640,480,256x256,256,192,65536,21070,0.32150269,32.1503,1,0.3967513,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000072,4288,2848,256x256,256,170,65536,6425,0.09803772,9.8038,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000073,3072,2304,256x256,256,192,65536,3328,0.05078125,5.0781,1,0.0265445,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000074,3072,2304,256x256,256,192,65536,24947,0.38066101,38.0661,1,0.07112545,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000075,4288,2848,256x256,256,170,65536,4482,0.06838989,6.839,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000076,3008,2000,256x256,256,170,65536,492,0.00750732,0.7507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000077,1831,1528,256x256,256,214,65536,35984,0.54907227,54.9072,1,0.24123837,1,0.01023173,0,0.0,0,0.0,1,0.00215136,ok,
000078,3072,2304,256x256,256,192,65536,14274,0.21780396,21.7804,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000079,3072,2304,256x256,256,192,65536,15646,0.23873901,23.8739,1,0.01195809,1,0.00411422,0,0.0,0,0.0,1,0.01479806,ok,
000080,1503,1129,256x256,256,192,65536,24464,0.37329102,37.3291,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02756459,ok,
000081,3072,2304,256x256,256,192,65536,2751,0.04197693,4.1977,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000082,3072,2304,256x256,256,192,65536,48943,0.74681091,74.6811,1,0.01953422,0,0.0,0,0.0,0,0.0,1,0.06479094,ok,
000083,1024,768,256x256,256,192,65536,26933,0.41096497,41.0965,1,0.13692983,0,0.0,0,0.0,1,0.00523885,1,0.06661224,ok,
000084,3024,2016,256x256,256,171,65536,3254,0.0496521,4.9652,0,0.0,1,0.02740018,0,0.0,0,0.0,0,0.0,ok,
000085,2048,1536,256x256,256,192,65536,21574,0.32919312,32.9193,1,0.00979328,0,0.0,0,0.0,1,0.00183201,1,0.10286236,ok,
000086,1024,768,256x256,256,192,65536,17787,0.27140808,27.1408,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02111816,ok,
000087,4288,2848,256x256,256,170,65536,1363,0.02079773,2.0798,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00497976,ok,
000088,1022,767,256x256,256,192,65536,23046,0.35165405,35.1654,1,0.21117807,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000089,3008,2000,256x256,256,170,65536,2014,0.0307312,3.0731,0,0.0,0,0.0,0,0.0,1,0.00120495,0,0.0,ok,
000090,4288,2848,256x256,256,170,65536,3436,0.0524292,5.2429,1,0.06878354,0,0.0,0,0.0,1,0.01169132,0,0.0,ok,
000091,6642,4420,256x256,256,170,65536,25260,0.38543701,38.5437,1,0.42070837,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000092,1024,768,256x256,256,192,65536,36143,0.55149841,55.1498,1,0.09010442,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000093,3072,2304,256x256,256,192,65536,29514,0.4503479,45.0348,0,0.0,0,0.0,0,0.0,1,0.00860144,0,0.0,ok,
000094,2048,1536,256x256,256,192,65536,11972,0.18267822,18.2678,1,0.02532768,0,0.0,0,0.0,0,0.0,1,0.0406882,ok,
000095,1057,704,256x256,256,171,65536,13444,0.20513916,20.5139,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000096,6688,4439,256x256,256,170,65536,12758,0.19467163,19.4672,1,0.07927103,0,0.0,0,0.0,0,0.0,1,0.01100396,ok,
000097,2370,1720,256x256,256,186,65536,2426,0.03701782,3.7018,1,0.01255888,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000098,6621,4420,256x256,256,171,65536,15714,0.23977661,23.9777,1,0.11911794,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000099,3008,2000,256x256,256,170,65536,3384,0.05163574,5.1636,1,0.02185505,0,0.0,0,0.0,1,0.00475997,0,0.0,ok,
000100,1859,1351,256x256,256,186,65536,9266,0.14138794,14.1388,1,0.01499616,1,0.0287815,0,0.0,0,0.0,0,0.0,ok,
000101,4288,2848,256x256,256,170,65536,1935,0.02952576,2.9526,0,0.0,0,0.0,0,0.0,1,0.00342648,0,0.0,ok,
000102,3872,2592,256x256,256,171,65536,812,0.01239014,1.239,1,0.00310914,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000103,3072,2304,256x256,256,192,65536,21084,0.32171631,32.1716,1,0.2043279,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000104,965,649,256x256,256,172,65536,13011,0.1985321,19.8532,1,0.06319327,0,0.0,0,0.0,0,0.0,1,0.00660881,ok,
000105,1024,768,256x256,256,192,65536,8808,0.13439941,13.4399,1,0.04907227,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000106,3072,2304,256x256,256,192,65536,11188,0.17071533,17.0715,1,0.03436096,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000107,3024,2016,256x256,256,171,65536,3699,0.05644226,5.6442,1,0.01127652,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000108,1024,768,256x256,256,192,65536,43033,0.65663147,65.6631,1,0.02009074,0,0.0,1,0.00416056,0,0.0,0,0.0,ok,
000109,2048,1536,256x256,256,192,65536,11028,0.16827393,16.8274,1,0.12581889,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000110,6688,4439,256x256,256,170,65536,11953,0.18238831,18.2388,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08413128,ok,
000111,3072,2304,256x256,256,192,65536,3584,0.0546875,5.4688,1,0.04865378,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000112,3072,2304,256x256,256,192,65536,1991,0.03038025,3.038,1,0.00338943,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000113,640,480,256x256,256,192,65536,30127,0.45970154,45.9702,1,0.14752604,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000114,6641,4401,256x256,256,170,65536,6816,0.10400391,10.4004,0,0.0,0,0.0,1,0.05566609,0,0.0,0,0.0,ok,
000115,3872,2592,256x256,256,171,65536,1599,0.0243988,2.4399,1,0.00314979,0,0.0,0,0.0,0,0.0,1,0.01453355,ok,
000116,3072,2304,256x256,256,192,65536,16850,0.2571106,25.7111,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01719581,ok,
000117,6760,4480,256x256,256,170,65536,28040,0.42785645,42.7856,1,0.03292355,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000118,3008,2000,256x256,256,170,65536,6293,0.09602356,9.6024,1,0.0350502,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000119,3072,2304,256x256,256,192,65536,5053,0.07710266,7.7103,1,0.02179195,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000120,1504,1129,256x256,256,192,65536,22883,0.34916687,34.9167,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00338042,ok,
000121,3008,2000,256x256,256,170,65536,10998,0.16781616,16.7816,1,0.00859608,0,0.0,0,0.0,1,0.00298604,1,0.01240226,ok,
000122,640,480,256x256,256,192,65536,2809,0.04286194,4.2862,1,0.02121745,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000123,3072,2304,256x256,256,192,65536,35866,0.54727173,54.7272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000124,3024,2016,256x256,256,171,65536,3659,0.05583191,5.5832,1,0.01396549,0,0.0,0,0.0,1,0.00231826,0,0.0,ok,
000125,1024,768,256x256,256,192,65536,13054,0.19918823,19.9188,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000126,640,480,256x256,256,192,65536,11654,0.17782593,17.7826,1,0.05083659,0,0.0,0,0.0,0,0.0,1,0.03982747,ok,
000127,6620,4401,256x256,256,170,65536,10506,0.16030884,16.0309,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02744597,ok,
000128,3872,2592,256x256,256,171,65536,538,0.00820923,0.8209,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000129,767,576,256x256,256,192,65536,19736,0.30114746,30.1147,1,0.01048004,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000130,3008,2000,256x256,256,170,65536,3219,0.04911804,4.9118,0,0.0,0,0.0,0,0.0,1,0.00077776,0,0.0,ok,
000131,640,480,256x256,256,192,65536,5756,0.08782959,8.783,1,0.05413737,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000132,3072,2304,256x256,256,192,65536,11876,0.18121338,18.1213,1,0.00680245,0,0.0,0,0.0,0,0.0,1,0.01942077,ok,
000133,1024,768,256x256,256,192,65536,12208,0.1862793,18.6279,1,0.12089539,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000134,3872,2592,256x256,256,171,65536,17332,0.26446533,26.4465,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000135,3072,2304,256x256,256,192,65536,823,0.01255798,1.2558,0,0.0,0,0.0,1,0.00322427,0,0.0,0,0.0,ok,
000136,3072,2304,256x256,256,192,65536,2231,0.03404236,3.4042,1,0.05715038,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000137,3024,2016,256x256,256,171,65536,5221,0.07966614,7.9666,0,0.0,0,0.0,0,0.0,1,0.00485304,0,0.0,ok,
000138,1024,768,256x256,256,192,65536,2302,0.03512573,3.5126,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000139,3008,2000,256x256,256,170,65536,1740,0.02655029,2.655,1,0.01845279,0,0.0,1,0.00475765,0,0.0,1,0.01172523,ok,
000140,3872,2592,256x256,256,171,65536,1344,0.02050781,2.0508,1,0.01055686,0,0.0,0,0.0,1,0.00094827,0,0.0,ok,
000141,3872,2592,256x256,256,171,65536,4121,0.06288147,6.2881,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000142,3008,2000,256x256,256,170,65536,2620,0.03997803,3.9978,1,0.03079172,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000143,767,576,256x256,256,192,65536,17787,0.27140808,27.1408,1,0.05336448,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000144,6681,4420,256x256,256,169,65536,3374,0.05148315,5.1483,1,0.07851945,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000145,3072,2304,256x256,256,192,65536,7504,0.11450195,11.4502,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00125843,ok,
000146,1024,768,256x256,256,192,65536,18332,0.27972412,27.9724,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000147,3008,2000,256x256,256,170,65536,268,0.00408936,0.4089,1,0.003439,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000148,6621,4420,256x256,256,171,65536,18762,0.2862854,28.6285,1,0.15704932,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000149,2725,2082,256x256,256,196,65536,11639,0.17759705,17.7597,1,0.0953991,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000150,1024,768,256x256,256,192,65536,35418,0.54043579,54.0436,0,0.0,0,0.0,0,0.0,1,0.01357142,0,0.0,ok,
000151,1024,768,256x256,256,192,65536,23697,0.36158752,36.1588,1,0.43091329,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000152,640,480,256x256,256,192,65536,24181,0.36897278,36.8973,1,0.33215169,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000153,3072,2304,256x256,256,192,65536,12012,0.18328857,18.3289,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000154,1024,768,256x256,256,192,65536,23955,0.36552429,36.5524,0,0.0,1,0.02684021,0,0.0,1,0.0258255,0,0.0,ok,
000155,1022,767,256x256,256,192,65536,6039,0.09214783,9.2148,1,0.07247976,0,0.0,0,0.0,1,0.00123872,0,0.0,ok,
000156,4288,2848,256x256,256,170,65536,4056,0.06188965,6.189,0,0.0,0,0.0,0,0.0,0,0.0,1,0.03490519,ok,
000157,6668,4439,256x256,256,170,65536,17775,0.27122498,27.1225,1,0.00282531,1,0.04407601,0,0.0,0,0.0,0,0.0,ok,
000158,4256,2848,256x256,256,171,65536,1436,0.02191162,2.1912,1,0.02570314,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000159,1024,768,256x256,256,192,65536,6259,0.09550476,9.5505,1,0.02172724,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000160,2173,1863,256x256,256,219,65536,5052,0.0770874,7.7087,1,0.04175408,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000161,1024,768,256x256,256,192,65536,37533,0.57270813,57.2708,1,0.10885747,0,0.0,0,0.0,0,0.0,1,0.00770696,ok,
000162,640,480,256x256,256,192,65536,4375,0.0667572,6.6757,1,0.0084375,0,0.0,1,0.02000977,0,0.0,0,0.0,ok,
000163,3008,2000,256x256,256,170,65536,796,0.012146,1.2146,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000164,6668,4439,256x256,256,170,65536,9243,0.14103699,14.1037,1,0.12146891,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000165,3872,2592,256x256,256,171,65536,1390,0.02120972,2.121,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000166,1024,768,256x256,256,192,65536,26567,0.40538025,40.538,1,0.42961756,0,0.0,0,0.0,1,0.00338491,0,0.0,ok,
000167,640,480,256x256,256,192,65536,12763,0.19474792,19.4748,1,0.01031576,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000168,640,480,256x256,256,192,65536,3196,0.04876709,4.8767,1,0.0215332,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000169,4288,2848,256x256,256,170,65536,19171,0.29252625,29.2526,1,0.01990547,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000170,6688,4479,256x256,256,171,65536,11309,0.17256165,17.2562,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000171,6661,4422,256x256,256,170,65536,42260,0.64483643,64.4836,1,0.03400845,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000172,4288,2848,256x256,256,170,65536,7672,0.11706543,11.7065,1,0.05289847,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000173,1024,768,256x256,256,192,65536,7258,0.11074829,11.0748,1,0.01881663,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000174,4288,2848,256x256,256,170,65536,3888,0.05932617,5.9326,0,0.0,1,0.03208187,0,0.0,0,0.0,1,0.00415051,ok,
000175,1024,768,256x256,256,192,65536,3365,0.05134583,5.1346,1,0.01185226,0,0.0,0,0.0,0,0.0,1,0.02660243,ok,
000176,1024,768,256x256,256,192,65536,1706,0.02603149,2.6031,1,0.00441869,0,0.0,0,0.0,1,0.00232442,0,0.0,ok,
000177,640,480,256x256,256,192,65536,11835,0.18058777,18.0588,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000178,6648,4419,256x256,256,170,65536,22350,0.34103394,34.1034,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000179,767,576,256x256,256,192,65536,13894,0.21200562,21.2006,1,0.21740321,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000180,3008,2000,256x256,256,170,65536,11843,0.18070984,18.071,1,0.0116506,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000181,6688,4439,256x256,256,170,65536,10816,0.16503906,16.5039,0,0.0,0,0.0,0,0.0,1,0.02128895,0,0.0,ok,
000182,6688,4439,256x256,256,170,65536,4132,0.06304932,6.3049,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02993152,ok,
000183,3072,2304,256x256,256,192,65536,20299,0.30973816,30.9738,0,0.0,0,0.0,0,0.0,1,0.0030413,0,0.0,ok,
000184,1024,768,256x256,256,192,65536,16879,0.2575531,25.7553,1,0.0118014,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000185,1024,768,256x256,256,192,65536,39921,0.60914612,60.9146,1,0.09316889,0,0.0,0,0.0,1,0.00359217,0,0.0,ok,
000186,1022,767,256x256,256,192,65536,11369,0.17347717,17.3477,1,0.02886688,0,0.0,0,0.0,0,0.0,1,0.09471548,ok,
000187,965,724,256x256,256,192,65536,18765,0.28633118,28.6331,1,0.02376693,0,0.0,1,0.00915467,0,0.0,1,0.01777259,ok,
000188,1024,768,256x256,256,192,65536,23053,0.35176086,35.1761,1,0.15526581,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000189,3072,2304,256x256,256,192,65536,10377,0.15834045,15.834,1,0.15790572,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000190,3008,2000,256x256,256,170,65536,12659,0.19316101,19.3161,1,0.09909126,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000191,1024,768,256x256,256,192,65536,19470,0.29708862,29.7089,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000192,3008,2000,256x256,256,170,65536,4554,0.06948853,6.9489,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000193,6648,4459,256x256,256,172,65536,15969,0.2436676,24.3668,1,0.02934734,0,0.0,0,0.0,1,0.00619378,0,0.0,ok,
000194,1024,768,256x256,256,192,65536,13259,0.20231628,20.2316,1,0.01831436,0,0.0,0,0.0,0,0.0,0,0.0,ok,
000195,4288,2848,256x256,256,170,65536,1276,0.01947021,1.947,1,0.00332437,0,0.0,0,0.0,1,0.00227215,0,0.0,ok,
000196,3008,2000,256x256,256,170,65536,1074,0.01638794,1.6388,1,0.00812334,0,0.0,0,0.0,1,0.00099468,1,0.0010994,ok,
